isbn_searched,publisher,synopsis,language,image,image_original,title_long,dimensions,pages,date_published,subjects,authors,title,isbn13,msrp,binding,isbn,isbn10,other_isbns,dimensions_structured.length.unit,dimensions_structured.length.value,dimensions_structured.width.unit,dimensions_structured.width.value,dimensions_structured.weight.unit,dimensions_structured.weight.value,dimensions_structured.height.unit,dimensions_structured.height.value,edition,dewey_decimal,related.ePub
9787020135707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020136520,People's Literature Publishing House,,zh,https://images.isbndb.com/covers/14067473484687.jpg,https://images.isbndb.com/covers/original/14067473484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTg5OTIsImlhdCI6MTc0NDc5MTc5Mn0.6vONsNePH6oT7Dih-pVN7PJeQ24Cny45uoyzyGxvZj4,Home (Chinese Edition),,356.0,2010-09-01,['Subjects'],['Marilynne Robinson'],Home (Chinese Edition),9787020136520,0.00,Hardcover,7020136524,7020136524,,,,,,,,,,First Edition,,
9787020141869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020143535,People's Literature Publishing House,"Edgar Allan Poe, Emily Dickinson, Samuel Clemens (""Mark Twain""), Henry James, Ernest Hemingway—Joyce Carol Oates evokes each of these American literary icons in her newest work of prose fiction, poignantly and audaciously reinventing the climactic events of their lives. In subtly nuanced language suggestive of each of these writers, Oates explores the mysterious regions of the unknowable self that is ""genius.""<br/>Darkly hilarious, brilliant, and brazen, Wild Nights! is Joyce Carol Oates's most original and haunting work of the imagination.",zh,https://images.isbndb.com/covers/14137623484687.jpg,https://images.isbndb.com/covers/original/14137623484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTg5OTUsImlhdCI6MTc0NDc5MTc5NX0.GAnINU6_TcLVzMKUWvsdG9UvHRRBI8QA1Wcui7u8hKM,"Wild Nights! Stories About the Last Days of Poe, Dickinson, Twain, James, and Hemingway (Chinese Edition)",,228.0,2021,"['Arborist Merchandising Root', 'Self Service']",['Joyce Carol Oates'],"Wild Nights! Stories About the Last Days of Poe, Dickinson, Twain, James, and Hemingway (Chinese Edition)",9787020143535,0.00,Paperback,7020143539,7020143539,,,,,,,,,,2,,
9787020144778,人民文学出版社,"正版授权 卖家 : Boolee<br/>加微信[soweinc]每天分享好书,邀你加入国际微信群学习交流.<br/>微信好友低至5优惠 .<br/>书名:阿什贝利自选诗集（套装共3册）（汉英对照）<br/>简介:继艾略特与史蒂文斯之后，英语诗人就读阿什贝利！中文世界首部诗人自选集汉英对照版本，完美展现语言和诗意的艺术！<br/>作者:[美]约翰·阿什贝利 著，马永波 译<br/>出版社:人民文学出版社<br/>出版时间:2019年04月<br/>装订方式:平装-胶订<br/>分类:文学|外国诗歌",en,https://images.isbndb.com/covers/14150053484687.jpg,https://images.isbndb.com/covers/original/14150053484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTg5OTYsImlhdCI6MTc0NDc5MTc5Nn0.K83O22r9lBJC3fLktcFit3x3zPboRJfavlKPTN7pqcY,阿什贝利自选诗集(共3册汉英对照)(精),,846.0,2019-04-01,['Subjects'],['[美]约翰·阿什贝利 著，马永波 译'],阿什贝利自选诗集(共3册汉英对照)(精),9787020144778,0.00,Hardcover,7020144772,7020144772,,,,,,,,,,,,
9787020145003,People's Literature Publishing House,,zh,https://images.isbndb.com/covers/14152303484687.jpg,https://images.isbndb.com/covers/original/14152303484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTg5OTcsImlhdCI6MTc0NDc5MTc5N30.w-PprEuL7B6nhCwkvFP5xYIcEedUygJxFHGhETCYna8,Lila (Chinese Edition),,268.0,2019-10-01,['Subjects'],['Marilynne Robinson'],Lila (Chinese Edition),9787020145003,0.00,Hardcover,7020145000,7020145000,,,,,,,,,,First Edition,,
9787020145508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020145515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020150687,人民文学出版社,,,https://images.isbndb.com/covers/14209143484687.jpg,https://images.isbndb.com/covers/original/14209143484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMDEsImlhdCI6MTc0NDc5MTgwMX0.WLuohlwIE6sk4w5q881KFxuFxfTF0kRWqPdB7LQwsIc,怎么办/外国文学名著丛书,,,1996,,['（俄罗斯）车尔尼雪夫斯基 著'],怎么办/外国文学名著丛书,9787020150687,0.00,paperback,7020150683,7020150683,,,,,,,,,,,,
9787020152179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020156061,People's Literature Publishing House,,en,https://images.isbndb.com/covers/14262883484687.jpg,https://images.isbndb.com/covers/original/14262883484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMDQsImlhdCI6MTc0NDc5MTgwNH0.PGeQB-tGZuQigte4OwBDziq7PwNvRXWsZiUTZVZseOc,白居易诗选/中国古典文学读本丛书典藏,,,1963-07-01,,['SUN MING JUN'],白居易诗选/中国古典文学读本丛书典藏,9787020156061,0.00,Paperback,7020156061,7020156061,,,,,,,,,,,,
9787020156290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020157990,People's Literature Publishing House,,zh,https://images.isbndb.com/covers/14282173484687.jpg,https://images.isbndb.com/covers/original/14282173484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMDcsImlhdCI6MTc0NDc5MTgwN30.JH_gmnqDMlGBEm6v_zroZppRmdKcdctAGc45d8x4smg,War and Peace (Chinese Edition),,1338.0,2020-09-01,['Subjects'],['Lev Nikolaevich Tolstoy'],War and Peace (Chinese Edition),9787020157990,0.00,Hardcover,7020157998,7020157998,,,,,,,,,,First Edition,,
9787020160495,People's Literature Publishing House,"你们好,我亲爱的朋友,我很高兴,终于亲自认识你们了!在你们身上仅有一件事情干扰着我:总以为是别人的过错.如果你们从楼梯上滚下来,或者被汽车压死了,或者丢了你们的差事,那你们得先好好看看自己.......",zh,https://images.isbndb.com/covers/14307223484687.jpg,https://images.isbndb.com/covers/original/14307223484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMDgsImlhdCI6MTc0NDc5MTgwOH0.P5lF0ENPWPEAZNKC0GjU6DkfYvo1epiF2EqNEgKRuDw,Michael (Chinese Edition),,227.0,2020-09-01,['Subjects'],['Elfried Jelinek'],Michael (Chinese Edition),9787020160495,0.00,Paperback,7020160492,7020160492,,,,,,,,,,First Edition,,
9787020160617,People's Literature Publishing House,,zh,https://images.isbndb.com/covers/14308443484687.jpg,https://images.isbndb.com/covers/original/14308443484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMDksImlhdCI6MTc0NDc5MTgwOX0.Ndztpd-qd__Dsdy1Xkf0_uFRGeL9sEfn_WZc5igA9po,The Thing Around Your Neck (Chinese Edition),,256.0,2021-03-01,['Subjects'],['Chimamanda Ngozi Adichie'],The Thing Around Your Neck (Chinese Edition),9787020160617,0.00,Paperback,7020160611,7020160611,,,,,,,,,,First Edition,,
9787020165742,People's Literature Publishing House,null,zh,https://images.isbndb.com/covers/14359693484687.jpg,https://images.isbndb.com/covers/original/14359693484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMTEsImlhdCI6MTc0NDc5MTgxMX0.SCirQu6K_c0-1mE8ojWJfyCdIwFJn2TzfmoPsDGrEm4,The Curse (The Selected Short Stories of A Yi) (Chinese Edition),,247.0,2021-04-01,"['Arborist Merchandising Root', 'Self Service']",['A Yi'],The Curse (The Selected Short Stories of A Yi) (Chinese Edition),9787020165742,0.00,Paperback,7020165745,7020165745,,,,,,,,,,1,,
9787020166688,People's Literature Publishing House,,,https://images.isbndb.com/covers/14369153484687.jpg,https://images.isbndb.com/covers/original/14369153484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMTIsImlhdCI6MTc0NDc5MTgxMn0.Qjrx0ps48MHgADfJA9qtqjE4Lccg6Hd4dvgTi_RjGtU,内心的远方(精)/巴别塔诗典,,,,"['Arborist Merchandising Root', 'Self Service']",,内心的远方(精)/巴别塔诗典,9787020166688,0.00,Hardcover,7020166687,7020166687,,,,,,,,,,,,
9787020168699,People's Literature Publishing House,"加微信（soweinc) 分享最新前沿的知识好书,好友低至3-9折.书名:在西瓜糖里 作者:〔美〕理查德·布劳提根 出版社:人民文学出版社 出版时间:2021年06月  ISBN 书号:9787020168699 简介: 嬉皮一代的文化偶像、村上春树的文学挚爱、后垮掉派传奇作家布劳提根继《在美国钓鳟鱼》之后又一小说代表作 嬉皮一代的文化偶像、村上春树的文学挚爱、后垮掉派传奇作家理查德布劳提根小说代表作，一部写给后启示录世代的生存寓言，一个被当代流行文化一再致敬的经典文本，经典中译本暌违二十年修订再版",zh,https://images.isbndb.com/covers/14389263484687.jpg,https://images.isbndb.com/covers/original/14389263484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMTMsImlhdCI6MTc0NDc5MTgxM30.R3GM1c89Kmq3dUY3gdT2ykDmzcOjxQ6R8R-QiPhIz20,在西瓜糖里/中经典精选,,,2021,['Subjects'],['(美)理查德·布劳提根'],在西瓜糖里/中经典精选,9787020168699,0.00,Paperback,7020168698,7020168698,,,,,,,,,,Standard,,
9787020169139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020171767,人民文学出版社,《滔滔生活》是金爱烂第二部短篇小说集，共收入八篇作品，为“金爱烂作品集”（共6册）第二本。这些故事写成长于饺子馆的女孩在雨水倒灌的首尔半地下出租屋里肆意弹琴，写都会女性极度疲惫而辛劳的职场生涯，有城市青年囿于物质的缺乏无法体面过圣诞节，写丈夫出轨与负债的妈妈靠开面馆养大女儿……它们聚焦了城市中那些看似平常、边缘，实则每天都在与生活无声抗争的可敬的普通人；这些充满想象力和智慧的文字就像在平淡无奇的日常生活中积聚起来的一汪水，读者映照出自己，辨认出生活的重压之下个人的内心曲折。,zh,https://images.isbndb.com/covers/14419943484687.jpg,https://images.isbndb.com/covers/original/14419943484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMTYsImlhdCI6MTc0NDc5MTgxNn0.PHbKmOkHt1NjSfYBZfQUWBLwm1VHpHuWZMZ9fAvh7ts,滔滔生活,,230.0,2022,"['Arborist Merchandising Root', 'Self Service']",['金爱烂'],滔滔生活,9787020171767,0.00,Paperback,7020171761,7020171761,,,,,,,,,,,,
9787020171972,People's Literature Publishing House,,zh,https://images.isbndb.com/covers/14421993484687.jpg,https://images.isbndb.com/covers/original/14421993484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMTcsImlhdCI6MTc0NDc5MTgxN30.XxhLoBAOVTkhP9GzluP5dFjg5yg-LH_DBVIYxz1Q9Ck,12 Stories of the Current Generation (Chinese Edition),,295.0,2022,"['Arborist Merchandising Root', 'Self Service']",['Zhang Yiwei'],12 Stories of the Current Generation (Chinese Edition),9787020171972,0.00,Hardcover,7020171974,7020171974,,,,,,,,,,1,,
9787020172375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787020174782,People's Literature Publishing House,"《烦人的爱》(1992)是意大利作家埃莱娜·费兰特的处女作,描述了一段充满痛楚和阴影的母女关系。 黛莉亚四十五岁生日当天,本应该坐上火车来罗马给女儿庆祝生日的母亲阿玛利娅被人发现溺亡,身上只穿着一件精致的内衣。 黛莉亚回到故乡那不勒斯,试图查清母亲的死因。身为裁缝的母亲一辈子都被迫掩盖自己的魅力,以此逃避好妒的画家丈夫的体罚,却在死前留下了一箱来历不明的高档衣物。 黛莉亚对母亲的挖掘变成了一场令人心碎的记忆的救赎。她越靠近母亲晚年的秘密,关于阿玛利娅的真实就如同尖锐的碎片,将黛莉亚多年来精心构建的谎言彻底击溃。她在迷乱中意识到,阿玛利娅承受的暴力,不止来自专制残忍的丈夫和兄长,抑或是在她身边徘徊多年的商人卡塞尔塔,更来自童年的自己、来自自己对母亲无法平息的占有欲望。 黛莉亚最终穿上母亲馈赠给自己的衣物,和四十年前的谎言和解。在母亲离世的海边,她将自己的证件照片涂抹成母亲的样子。对她而言,阿玛利娅从未离开,她就是阿玛利娅。",zh,https://images.isbndb.com/covers/14450093484687.jpg,https://images.isbndb.com/covers/original/14450093484687.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMjAsImlhdCI6MTc0NDc5MTgyMH0.TR1Jc_gD7vOLTjG5KgVwzD3jGWMnsgVAOnPll4DG9rA,L'amore Molesto (Annoying Love) (Chinese Edition),,171.0,2022,"['Arborist Merchandising Root', 'Self Service']",['Elena Ferrante'],L'amore Molesto (Annoying Love) (Chinese Edition),9787020174782,0.00,Paperback,7020174787,7020174787,,,,,,,,,,1,,
9787030429513,Science Press,《中国古脊椎动物志》编辑委员会.,zh,https://images.isbndb.com/covers/4654243484691.jpg,https://images.isbndb.com/covers/original/4654243484691.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMjIsImlhdCI6MTc0NDc5MTgyMn0.N4iUJ6fWDKjYGJDYaPgTJ4kwocBAKSAw9nxvb_BE2sA,Chinese ancient vertebrate fish Chi Volume Volume (Total Volume) jawless(Chinese Edition),computer,,2015-03-09,"['Arborist Merchandising Root', 'Self Service']",['ZHU MIN'],Chinese ancient vertebrate fish Chi Volume Volume (Total Volume) jawless(Chinese Edition),9787030429513,0.00,Hardcover,7030429516,7030429516,,,,,,,,,,,,
9787030447760,Science Press,由董枝明、尤海鲁、彭光照编著的《中国古脊椎动物志(第2卷两栖类爬行类鸟类第5册总第9册鸟臀类恐龙)》包括了截至2010年年底发现在中国并已发表的鸟臀类恐龙化石，共63属77种，并附有85幅化石照片及插图。每个属、种均有鉴别特征和产地与层位等信息。在科级以上的阶元中并有概述，对该阶元当前的研究现状、存在问题等做了综述。在有的阶元的记述之后还有一评注，为编者在编写过程中对发现的问题或编者对该阶元新认识的阐述。 本书是我国凡涉及地学、生物学、考古学的大专院校、科研机构、博物馆及业余古生物爱好者的荩础参考书，也可为科普创作提供必要的基础参考资料。,zh,https://images.isbndb.com/covers/4836713484691.jpg,https://images.isbndb.com/covers/original/4836713484691.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMjMsImlhdCI6MTc0NDc5MTgyM30.lvKmJ7BOAbJtn354_3BFTxX8XiMPx6HRs0dMXq1U-80,中国古脊椎动物志(第2卷两栖类爬行类鸟类第5册总第9册鸟臀类恐龙)(精),computer,,2011-01-01,"['Arborist Merchandising Root', 'Self Service']",,中国古脊椎动物志(第2卷两栖类爬行类鸟类第5册总第9册鸟臀类恐龙)(精),9787030447760,0.00,Hardcover,703044776X,703044776X,,,,,,,,,,,,
9787030691736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787100006392,商务印书馆,加微信[soweinc]每天分享好书和来自全球的书友一起学习交流.并且微信好友价格低至5折.<br/>《论出版自由/汉译世界学术名著丛书》(弥尔顿)<br/><br/>作者:弥尔顿 吴之椿<br/>出版社:商务印书馆<br/>ISBN:9787100006392<br/>装订方式:平装<br/>版次:第1版<br/>开本:32开<br/>出版时间:1958-09-01<br/>用纸:<br/>页数:63<br/>语种:中文<br/>丛书名:汉译世界学术名著丛书<br/>类目:社会科学|新闻出版/档案管理,zh,https://images.isbndb.com/covers/26364073484715.jpg,https://images.isbndb.com/covers/original/26364073484715.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMjYsImlhdCI6MTc0NDc5MTgyNn0.FP_Bbcx4wyU3HR-DIt0Aq4eBNgaMw6XDT8A7eVtWHFc,汉译世界学术名著丛书：论出版自由,,54.0,1958-09-01,['Subjects'],['弥尔顿 吴之椿'],汉译世界学术名著丛书：论出版自由,9787100006392,0.00,Paperback,7100006392,7100006392,,,,,,,,,,,,
9787100037044,Commercial Press Pub. Date :2003-01-01,,zh,https://images.isbndb.com/covers/26670593484715.jpg,https://images.isbndb.com/covers/original/26670593484715.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMjcsImlhdCI6MTc0NDc5MTgyN30.9lfeajAYlxDA5WkV4L8eg0nNZinjMOk-mIw00bFySEA,occasional irony and solidarity,,,1991-01-01,"['Arborist Merchandising Root', 'Self Service']",['(MEI )LI CHA DE LUO DI XU WEN RUI YI'],occasional irony and solidarity,9787100037044,0.00,Paperback,7100037042,7100037042,,,,,,,,,,,,
9787100070300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787100106276,商务印书馆,,zh,https://images.isbndb.com/covers/27362913484715.jpg,https://images.isbndb.com/covers/original/27362913484715.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkwMzAsImlhdCI6MTc0NDc5MTgzMH0.GoltbgUV3qBUGbdafkMULycmJS4f0mMZC7Eq4DPlgI0,Cute letters Chekhov Chekhov Shangdu(Chinese Edition),weight: 581 g,,2015-01-01,"['Arborist Merchandising Root', 'Self Service']",['E QI HE FU'],Cute letters Chekhov Chekhov Shangdu(Chinese Edition),9787100106276,0.00,Paperback,7100106273,7100106273,,,,,,g,581.0,,,,,
