"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8W8D649H","book","2023","易小荷著.; 易小荷, author","盐镇","","978-7-5133-5120-1","","","","ben shu wei ji shi wen xue, jiang shu zai Sichuan nan bu de gu lao yan ye xiao zhen, nü ren men guo zhu kan si bo lan bu jing shi ze jing xin dong po de sheng huo. shi liu qi sui jiu chuo xue hun ji ktvde shao nü, jing ji du li que ju pa li hun de nü qiang ren, mian lin jia bao wei xie que xuan ze fu hun de mei po, li jing si jia kai mao er dian de jiu shi lao yu, ta men zai 21shi ji reng jiu chong fu zhu gu lao shi dai de ren sheng lun hui, zai hun yin he pin kun, ""fu quan ""he ""fu quan ""de jia feng li, zheng zha qiu sheng. yi xiao he hui dao gu xiang, xuan ze liao yi ge zai pu tong bu guo de xiao zhen, you zai zhe li xuan qu liao 12ge zai pu tong bu guo de nü ren, chi xu tan xun ta men dui guo jia, she hui, jia ting, hun yin de li jie, gen sui ta men zai yi ci jing li bei ""fang xian ""de ren sheng. zai zhe yang yi ge bei yi wang de xiao zhen, na xie mo mo wu wen de nü ren men, zai xin jiu jiao ti de shi dai li, hui huo chu zen yang de ren sheng ? ji lu liao Sichuan Sheng Zigong shi xian shi zhen 12wei nü xing zai jie ji, cheng xiang, pian jian zhong zheng zha qiu sheng de gu shi, zhan kai ni bu ceng liao jie guo de zhen shi de di ceng Zhongguo","2023","2025-04-21 02:05:12","2025-04-21 02:05:12","","","","","","","","","","","","","新星出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1372584984","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKSNW6I8","book","2023","谭木声著.; 谭木声, author","太后西奔: 帝国晚期的仓皇与激荡","","978-7-5133-5251-2","","","","","2023","2025-04-21 02:05:24","2025-04-21 02:05:24","","","","","","","","太后西奔","","","","","新星出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1394884673","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9SKU5YK","book","2023","七堇年 著.; 七堇年, author","横断浪途","","978-7-5133-5267-3","","","","","2023","2025-04-21 02:05:36","2025-04-21 02:05:36","","","","","","","","","","","","","新星出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1402077915","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9H2A5IC","book","2024","夏桑著.; 夏桑, author","跑去她的世界 = Orpheus' marathon","","978-7-5133-5737-1","","","","""每个困在痛苦中的人，都能在书里找到自己。献给不敢哭泣的你。沈禹铭在角逐成都马拉松时身负重伤，伤痛和网暴让他陷入抑郁，也因此疏远和伤害了家庭，妻儿却在这时意外离世。他陷入追悔莫及的无力中。好友为治愈他开发了一种药剂，他在服用后不仅可以跳过痛苦的时间，甚至还会在跑步时看到妻儿的幻影。而他越是追逐，越能确定那并非幻影。每一次奔跑，都离他们更近一步。他开始重新训练，只想再次跑进她的世界，跟她说声“对不起”。"" -- Back cover","2024","2025-04-21 02:05:48","2025-04-21 02:05:48","","","","","","","","","","","","","新星出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1473248792","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EV2KJHWC","book","2012","(明)张岱著 ; 栾保群注; 张岱, (1597-1689); 栾保群","嫏嬛文集","","978-7-5134-0243-9","","","","","2012","2025-04-21 02:06:00","2025-04-21 02:06:00","","","","","","","","","","","","","故宮出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 951972931","","","","","","","","","栾保群","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FY68LH9","book","2021","(明)张岱著 ; 朱生玉注.; (明) 张岱.; 朱生玉.","西湖梦寻","","978-7-5134-1382-4","","","","","2021","2025-04-21 02:06:12","2025-04-21 02:06:12","","","","","","","","","","","","","故宫出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1455849659","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L84EMUIH","book","2015","(澳大利亚) 黎南著 ; 小水译.; Le, Nam; 小水","船 = The boat","","978-7-5135-6036-8","","","","本书讲述了在爱荷华参加作家工作坊的越南裔男子南，尝试挖掘父亲早年在越南的生活经历，并将父亲痛苦的记忆用作文学素材，此举加深了这对充满隔阂的父子间的羁绊与传承","2015","2025-04-21 02:06:13","2025-04-21 02:06:13","","","","","","","","","","","","","外语教学与研究出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 944465144","","","","","","","","","小水","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCFP8NYP","book","2015","(英) 西奥・蒙蒂菲奥里著 ; 张倩红, 马丹静译 = Jerusalem : the biography / Simon Sebag Montefiore; Sebag Montefiore, Simon","耶路撒冷三千年","","978-7-5139-0350-9","","","","本书依年代顺序，讲述了耶路撒冷的故事。透过士兵与先知、诗人与国王、农民与音乐家的生活，以及创造耶路撒冷的家族来呈现这座城市的三千年瑰丽历史，还原真实的耶路撒冷","2015","2025-04-21 02:06:14","2025-04-21 02:06:14","","","","","","","","","","","","","民主与建设出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 895621187","","","","","","","","张倩红; 马丹静","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZSYSX8E","book","2015","刘鹗著.; 刘鹗","老残游记","","978-7-5139-0500-8","","","","","2015","2025-04-21 02:06:26","2025-04-21 02:06:26","","","","","","","","","","","","","民主与建设出版社","Bei jing","chi","","","","","Open WorldCat","","OCLC: 917909985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EPAN2EU","book","2018","甘耀明 著.; 甘耀明, 1972-, author","邦查女孩","","978-7-5142-2340-8","","","","","2018","2025-04-21 02:06:39","2025-04-21 02:06:39","","","","","","","","","","","","","文化发展出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1081044741","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBQ2GA52","book","2021","文爱艺编译.; 屈原, author; 文爱艺","屈原总集","","978-7-5142-3571-5","","","","本书主要内容包括:离骚;天问;九歌;九章;远游;渔父;大招等","2021","2025-04-21 02:06:50","2025-04-21 02:06:50","","","","","","","","","","","","","文化发展出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1306041635","","","","","","","","","文爱艺","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SUBNG9L","book","2018","老舍著.; 老舍.","猫城记 Cat country","","978-7-5143-7040-9","","","","","2018","2025-04-21 02:07:02","2025-04-21 02:07:02","","","","","","","","","","","","","现代出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1266092674","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYS3S5EE","book","2018","丁鹏勃, 任彤撰文 ; (日)巨势小石绘.; 丁鹏勃.; 任彤.; 巨势小石.","花开未觉岁月深 二十四节气七十二候花信风","","978-7-5146-1629-3","","","","本书由中国国家博物馆副研究馆员丁鹏勃和民俗专家任彤做时令节气的文字撰写,由中国农业大学园艺学教授义鸣放做名花鉴赏,辅以日本明治时期画家的精美画作以一年四时的各种古诗词,主要介绍一年中节气的变化及植物的相应更替","2018","2025-04-21 02:07:14","2025-04-21 02:07:14","","","","","","","","","","","","","中国画报出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1265926448","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIHCRWXM","book","2018","(晋)郭璞注; 郭璞","山海经","","978-7-5149-1893-9","","","","本书对广大地区的自然环境作了综合性的概括.以山川河海地域为纲,内容包括历史,民族,宗教,神话,巫术,民情,风土,动物,植物,矿物,医药等多方面,古帝王世系,葬地及其制作发明等,也被纳入笔端,具有浓厚的神话色彩","2018","2025-04-21 02:07:26","2025-04-21 02:07:26","","","","","","","","","","","","","中国书店","Beijing","chi","","","","","Open WorldCat","","OCLC: 1129710554","","","","","","","","","郭璞","","","","","","","","","","","","","","","","[Ying yin ben]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZ68LFSN","book","2017","(汉)张仲景撰.; (东汉) 张仲景.","白云阁藏本伤寒杂病论","","978-7-5152-1537-2","","","","本书白云阁藏本《伤寒杂病论》,以1939年木刻版为底本,以1960年桂林古本《伤寒杂病论》和1948年《伤寒杂病论会通》为参校本","2017","2025-04-21 02:07:38","2025-04-21 02:07:38","","","","","","","","","","","","","中医古籍出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1265865903","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGSIHZTH","book","2021","斋藤昌三著 ; 魏大海译.; 斎藤昌三, 1887-1961, author","藏书票之话","","978-7-5155-2205-0","","","","本书内容包括:藏书票的主旨,制作的种类,贴附的位置,制作的准备,藏书票的起源,日本藏书票史,装帧与藏书票等","2021","2025-04-21 02:08:01","2025-04-21 02:08:01","","","","","","","","","","","","","金城出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1369218851","","","","","","","","魏大海","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC4WIXEF","book","2014","Liu, Tianzhen","Ming dai lei shu ti xiao shuo ji yan jiu","","978-7-5161-4233-2","","","","本书内容包括: 明代文言小说汇编繁盛之背景、综合性类书体小说集研究、明代通俗故事类书研究、明代文言小说类书的学术价值等内容","2014","2025-04-21 02:08:12","2025-04-21 02:08:12","","","3","","","","","","","","","","Zhong guo she hui ke xue chu ban she","Bei jing","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMYKMIZE","book","2017","韦羲著.; 韦羲, author","照夜白: 山水、折叠、循环、拼贴、时空的诗学","","978-7-5168-1004-0","","","","本书是作者研究中国古代山水画的札记, 从中国古代山水画的空间结构讲起, 论及中西绘画不同的透视方法和观看方式, 比较中西方绘画的时空观, 方法论, 并澄清今日对中国画时空的诸种错误认识. 在最后一辑中, 作者详细讲述了中国古代的山水画的发展史, 从技术、精神、人文、时代等方面追究唐宋山水之变, 宋元山水之变, 明清山水之变, 论述中国绘画史的形态, 及此一形态和西方绘画史的异同. 全书七十余篇文章, 各篇之间具有关联性, 暗藏结构、脉络、体系, 但每篇文章又是独立的, 可以从任何一篇开始读起, 每篇配有相应的画作, 图文并茂","2017","2025-04-21 02:08:24","2025-04-21 02:08:24","","","","","","","","照夜白","","","","","台海出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 980852573","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VZFCH7L","book","2018","吴琦主编.; 吴琦","单读: 当代英国文学特辑 / 18, 都市一无所有","","978-7-5168-2075-9","","","","本书内容分为:小说,诗歌,访谈,影像,随笔,报道,评论七部分,收录了<杰夫·戴尔专访----待在书桌旁也可以拥有><充满冒险的一生><囚人之眼>等文章","2018","2025-04-21 02:08:36","2025-04-21 02:08:36","","","","","","","","单读","","","","","台海出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1135931580","","","","","","","","","吴琦","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRHYP49A","book","2020","牛犁, 崔荣荣著.; 牛犁, 1986- author","绣罗衣裳","","978-7-5180-6824-1","","","","Ben shu wei rao shang yi xia shang de fu zhuang xing zhi jin xing yan jiu, tan suo li dai yi shang de fa zhan bian hua, zhe zhong kao cha jin dai yi lai de yi shang zao xing ji fen lei, ji qi bei hou de zhi zuo gong yi, wen shi yi shu, gong neng te zheng, jin er kao cha han zu min jian yi shang de jie gou te zheng, zao wu si xiang yi ji she hui yi yi","2020","2025-04-21 02:08:37","2025-04-21 02:08:37","","","","","","","","","","","","","中国纺织出版社有限公司","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1248999001","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGXTXVJI","book","2019","(英)理查德·巴奈特著;郭腾杰译.; 巴奈特 (Barnett, Richard); 郭腾杰","病玫瑰: 疾病与医学插画的艺术 = The sick rose","","978-7-5192-6410-9","","","","本书收录了自18世纪末至二十世纪初的354幅珍贵医学绘画,集中展现了前彩色摄影时代医学图像的科学与艺术成就,更是回顾了一段令人难忘的人类疾病抗争史.作者巴奈特是一个医学史学者,整理出10种具有鲜明时代性的流行病科学绘画,结合历史地图,信息图表,以及当代的个案笔记,揭示了英国维多利亚时代,人们在工业革命的波涛汹涌和文艺运动的五彩纷呈面前,对疾病,痛苦,乃至死亡的恐惧与痴迷","2019","2025-04-21 02:08:39","2025-04-21 02:08:39","","","","","","","","病玫瑰","","","","","世界图书出版广东有限公司","Guang zhou","chi","","","","","Open WorldCat","","OCLC: 1178835379","","","","","","","","","郭腾杰","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPNSG6QX","book","2018","(比)达维德·范雷布鲁克(David Van Reybrouck)著;甘欢译.; 范雷布鲁克 Van Reybrouck, David 1971-.; 甘欢","反对选举 = Contre les elections","","978-7-5201-2878-0","","","","Ben shu fen wei zheng zhuang,Zhen duan,Bing fa ji li,Liang yao si zhang.Zhu yao nei rong she ji:kuang re yu huai yi:min zhu de bei lun;He fa xing de wei ji:zhi chi lü xia hua;Xiao lü de wei ji:huo li xia jiang;Gui zu zhi de cheng xu:xuan ju(18 shi ji);Min zhu shi jian de ge xin(2004-2013)Nian deng","2018","2025-04-21 02:08:40","2025-04-21 02:08:40","","","","","","","","","","","","","社会科学文献出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1097902567","","","","","","","","","甘欢","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9XEGM9V","book","2019","(美)詹姆斯·C.·斯科特著;袁子奇译.; 斯科特 詹姆斯·C. (Scott, C. James); 袁子奇","六论自发性: 自主,尊严,以及有意义的工作和游戏 = Two cheers for anarchism:six easy pieces on autonomy dignity and meaningful work and play","","978-7-5201-4262-5","","","","本书共有六章,每章之下又以""碎片""的形式分为不同小节.正如作者所说,所谓""碎片"",就是片段式的笔记,而不是内部连贯的理论体系.书中的无政府主义不是意识形态,也无关政治立场,而是一种批判性的思维模式,可以适用于日常生活中的各类现象,如红绿灯的设置,抄近道形成的小径,地名的设置,林场或种植园的管理,游乐园的设计,科学文献索引体系的意义,养老院与老人间的关系等.通过带入无政府主义者的非国家视角,斯科特讨论了这些现象中蕴含的悖论.例如福特的种植园反映了一些为追求效率而设定的规程反而造成了效率的缺失,危地马拉当地农民的果园看似杂乱无章的表面安排后面之下却又更科学的逻辑.总之,作为一位社会科学大家撰写的关于自发性的随笔集,这本小册子中汇集了对生活中小事的思考,有助于读者培养批判性思维和辩证思维","2019","2025-04-21 02:08:42","2025-04-21 02:08:42","","","","","","","","六论自发性","","","","","社会科学文献出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1135933248","","","","","","","","","袁子奇","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
